date,2yr,5yr,10yr,30yr
2022-01-05,0.8796,0.9207,1.0287,1.1295
2022-01-06,0.882,0.934,1.0294,1.1376
2022-01-07,0.8943,0.9407,1.0387,1.1519
2022-01-10,0.9212,0.9557,1.0549,1.1734
2022-01-11,0.9275,0.9664,1.0685,1.1821
2022-01-12,0.9303,0.9822,1.0836,1.1819
2022-01-13,0.929,0.9986,1.0943,1.1923
2022-01-14,0.9418,1.0057,1.1094,1.1992
2022-01-17,0.965,1.0224,1.1306,1.2273
2022-01-18,0.9792,1.0309,1.1413,1.235
2022-01-19,0.983,1.0337,1.1433,1.2431
2022-01-20,1.0054,1.0242,1.1476,1.2453
2022-01-21,0.999,1.0352,1.1509,1.25
2022-01-24,1.024,1.0586,1.1711,1.2734
2022-01-25,1.0186,1.072,1.1741,1.2777
2022-01-26,1.0353,1.0764,1.1764,1.2803
2022-01-27,1.0492,1.0811,1.1781,1.2829
2022-01-28,1.0655,1.0905,1.1886,1.2953
2022-01-31,1.0947,1.114,1.2093,1.3154
2022-02-01,1.1014,1.1172,1.2166,1.3211
2022-02-02,1.1121,1.1321,1.2176,1.3256
2022-02-03,1.1171,1.1291,1.2185,1.3256
2022-02-04,1.1302,1.1395,1.2333,1.3319
2022-02-07,1.1588,1.1649,1.2564,1.3527
2022-02-08,1.1746,1.1846,1.2647,1.3699
2022-02-09,1.1826,1.1954,1.2703,1.3851
2022-02-10,1.1895,1.1881,1.2736,1.3869
2022-02-11,1.2065,1.1868,1.2774,1.3906
2022-02-14,1.2296,1.2078,1.2979,1.3915
2022-02-15,1.2354,1.2197,1.3045,1.4022
2022-02-16,1.2302,1.2289,1.316,1.4113
2022-02-17,1.2343,1.2354,1.3176,1.4289
2022-02-18,1.2384,1.2411,1.3325,1.4438
2022-02-21,1.264,1.2554,1.3541,1.4712
2022-02-22,1.2776,1.26,1.3544,1.4811
2022-02-23,1.2942,1.2727,1.3579,1.4807
2022-02-24,1.3077,1.2801,1.3618,1.4886
2022-02-25,1.313,1.2887,1.3838,1.4951
2022-02-28,1.3422,1.3011,1.4005,1.5139
2022-03-01,1.3544,1.3155,1.3983,1.5072
2022-03-02,1.3683,1.3239,1.3995,1.5152
2022-03-03,1.3714,1.3447,1.4182,1.5332
2022-03-04,1.3813,1.356,1.4461,1.5633
2022-03-07,1.4156,1.3794,1.4802,1.5961
2022-03-08,1.4225,1.3848,1.4743,1.5986
2022-03-09,1.4303,1.3877,1.4799,1.5914
2022-03-10,1.4416,1.4007,1.4761,1.604
2022-03-11,1.4552,1.4083,1.4912,1.6091
2022-03-14,1.4891,1.4377,1.507,1.6481
2022-03-15,1.4914,1.4544,1.5163,1.6595
2022-03-16,1.5134,1.4584,1.5207,1.6807
2022-03-17,1.5296,1.4671,1.5405,1.6869
2022-03-18,1.5464,1.4687,1.5566,1.6958
2022-03-21,1.5742,1.4978,1.5881,1.7248
2022-03-22,1.5668,1.5157,1.5858,1.7321
2022-03-23,1.5731,1.5315,1.5892,1.7486
2022-03-24,1.5807,1.5522,1.593,1.7561
2022-03-25,1.5983,1.5674,1.613,1.774
2022-03-28,1.6402,1.5871,1.6472,1.783
2022-03-29,1.6625,1.5883,1.6651,1.8012
2022-03-30,1.6729,1.5804,1.6659,1.8148
2022-03-31,1.676,1.591,1.6552,1.8371
2022-04-01,1.6781,1.5969,1.65,1.8437
2022-04-04,1.7246,1.6255,1.6876,1.8694
2022-04-05,1.7336,1.6335,1.7082,1.8762
2022-04-06,1.7445,1.6453,1.7222,1.8862
2022-04-07,1.7564,1.6538,1.7322,1.8895
2022-04-08,1.7651,1.6726,1.7495,1.8998
2022-04-11,1.7901,1.6968,1.7801,1.933
2022-04-12,1.7897,1.7263,1.7793,1.952
2022-04-13,1.8063,1.7292,1.7813,1.9617
2022-04-14,1.8276,1.7435,1.7912,1.9625
2022-04-15,1.8418,1.7323,1.8096,1.9645
2022-04-18,1.8681,1.7711,1.8391,2.002
2022-04-19,1.8775,1.7857,1.8505,2.0108
2022-04-20,1.8843,1.803,1.8572,2.0259
2022-04-21,1.9104,1.7971,1.8582,2.0361
2022-04-22,1.9156,1.8019,1.8673,2.0507
2022-04-25,1.9479,1.8228,1.8867,2.0843
2022-04-26,1.9551,1.8462,1.8889,2.0892
2022-04-27,1.9729,1.8586,1.8833,2.0987
2022-04-28,1.9892,1.874,1.8886,2.0988
2022-04-29,1.9889,1.8639,1.9128,2.1155
2022-05-02,2.0204,1.8829,1.9507,2.1431
2022-05-03,2.0239,1.8953,1.9657,2.1598
2022-05-04,2.0443,1.9228,1.9817,2.1645
2022-05-05,2.0454,1.9427,1.9837,2.1732
2022-05-06,2.0637,1.9406,1.9915,2.1785
2022-05-09,2.0911,1.9641,2.01,2.2161
2022-05-10,2.1027,1.973,2.0216,2.2325
2022-05-11,2.1149,1.982,2.0308,2.2406
2022-05-12,2.131,1.9898,2.0302,2.2453
2022-05-13,2.1452,1.9954,2.0498,2.2537
2022-05-16,2.1815,2.0303,2.073,2.3063
2022-05-17,2.1889,2.0304,2.1001,2.3163
2022-05-18,2.203,2.0367,2.1018,2.3253
2022-05-19,2.208,2.046,2.1193,2.3252
2022-05-20,2.218,2.0638,2.1178,2.3247
2022-05-23,2.2528,2.0907,2.1445,2.3574
2022-05-24,2.2596,2.0994,2.1454,2.3704
2022-05-25,2.2715,2.1093,2.1551,2.3891
2022-05-26,2.2869,2.1237,2.1658,2.3901
2022-05-27,2.2952,2.1338,2.1737,2.3882
2022-05-30,2.3178,2.1599,2.1992,2.4264
2022-05-31,2.3299,2.1675,2.2035,2.4471
2022-06-01,2.3587,2.1688,2.2278,2.455
2022-06-02,2.3807,2.1845,2.2376,2.4562
2022-06-03,2.3749,2.1954,2.2579,2.4635
2022-06-06,2.3965,2.2391,2.2741,2.5054
2022-06-07,2.4091,2.2528,2.2854,2.5274
2022-06-08,2.4298,2.2544,2.2807,2.5475
2022-06-09,2.4377,2.2556,2.289,2.5599
2022-06-10,2.454,2.2635,2.2983,2.5585
2022-06-13,2.4934,2.3071,2.3415,2.5825
2022-06-14,2.5035,2.3291,2.3544,2.5948
2022-06-15,2.516,2.3368,2.3699,2.6067
2022-06-16,2.5356,2.3514,2.3747,2.6242
2022-06-17,2.5559,2.3665,2.3913,2.635
2022-06-20,2.5866,2.4052,2.4128,2.6719
2022-06-21,2.5876,2.4119,2.4311,2.6798
2022-06-22,2.6018,2.408,2.4301,2.6898
2022-06-23,2.6068,2.4207,2.4361,2.71
2022-06-24,2.6202,2.4394,2.4277,2.7324
2022-06-27,2.6511,2.4871,2.4705,2.7717
2022-06-28,2.6809,2.4902,2.488,2.7815
2022-06-29,2.6912,2.4987,2.5019,2.7845
2022-06-30,2.7134,2.5111,2.5061,2.788
2022-07-01,2.7106,2.5346,2.515,2.7971
2022-07-04,2.7503,2.5608,2.5552,2.8387
2022-07-05,2.7555,2.5666,2.5507,2.8577
2022-07-06,2.7687,2.5739,2.5555,2.8617
2022-07-07,2.7786,2.5898,2.553,2.8677
2022-07-08,2.795,2.5967,2.5604,2.884
2022-07-11,2.8336,2.6289,2.5957,2.9308
2022-07-12,2.8362,2.6429,2.6063,2.9396
2022-07-13,2.842,2.6602,2.6294,2.9573
2022-07-14,2.8511,2.6705,2.6454,2.9687
2022-07-15,2.8698,2.6776,2.6546,2.9896
2022-07-18,2.9053,2.7185,2.6775,3.0157
2022-07-19,2.9133,2.7242,2.6759,3.026
2022-07-20,2.9189,2.7339,2.6921,3.0324
2022-07-21,2.9336,2.7378,2.701,3.053
2022-07-22,2.9515,2.758,2.7068,3.0718
2022-07-25,2.9826,2.7874,2.7358,3.1154
2022-07-26,2.9961,2.7921,2.7501,3.1196
2022-07-27,3.012,2.7888,2.7526,3.1215
2022-07-28,3.0332,2.8078,2.7508,3.1358
2022-07-29,3.0347,2.82,2.7659,3.1406
2022-08-01,3.0734,2.8622,2.8069,3.1829
2022-08-02,3.0906,2.8767,2.8187,3.1803
2022-08-03,3.1211,2.8904,2.82,3.1863
2022-08-04,3.131,2.9047,2.8276,3.1984
2022-08-05,3.1431,2.9112,2.8446,3.2145
2022-08-08,3.1662,2.9517,2.8674,3.2506
2022-08-09,3.1802,2.9642,2.8727,3.2637
2022-08-10,3.1933,2.9736,2.8799,3.2903
2022-08-11,3.2124,2.9807,2.8958,3.3192
2022-08-12,3.2176,2.9948,2.9124,3.3271
2022-08-15,3.2482,3.0342,2.9336,3.3524
2022-08-16,3.2515,3.0393,2.9455,3.3619
2022-08-17,3.27,3.0487,2.9576,3.3807
2022-08-18,3.2917,3.0526,2.9758,3.3909
2022-08-19,3.3037,3.078,2.9842,3.3986
2022-08-22,3.3335,3.1137,3.007,3.4304
2022-08-23,3.3395,3.1319,3.01,3.4468
2022-08-24,3.3526,3.1369,3.0185,3.458
2022-08-25,3.3714,3.1421,3.0348,3.4678
2022-08-26,3.3705,3.1553,3.048,3.4839
2022-08-29,3.4035,3.1866,3.0726,3.5265
2022-08-30,3.4068,3.2001,3.0734,3.5414
2022-08-31,3.4184,3.2124,3.0845,3.5551
2022-09-01,3.4297,3.2227,3.0967,3.5591
2022-09-02,3.4546,3.2441,3.1313,3.5904
2022-09-05,3.5419,3.3105,3.2222,3.6612
2022-09-06,3.5779,3.3335,3.2583,3.7051
2022-09-07,3.6068,3.3531,3.2928,3.7166
2022-09-08,3.6283,3.3883,3.3249,3.736
2022-09-09,3.648,3.4282,3.3456,3.7473
2022-09-12,3.7312,3.5212,3.4232,3.832
2022-09-13,3.7571,3.535,3.4476,3.8708
2022-09-14,3.7784,3.5552,3.4798,3.891
2022-09-15,3.8015,3.5807,3.5084,3.9191
2022-09-16,3.8309,3.6122,3.5364,3.9407
2022-09-19,3.9154,3.6858,3.6255,4.0243
2022-09-20,3.9381,3.6942,3.6576,4.0406
2022-09-21,3.9683,3.7234,3.688,4.0674
2022-09-22,3.9855,3.7432,3.7261,4.0956
2022-09-23,4.0111,3.7798,3.7602,4.129
2022-09-26,4.0832,3.8474,3.8634,4.1997
2022-09-27,4.1079,3.881,3.8882,4.2203
2022-09-28,4.1257,3.9107,3.9155,4.2425
2022-09-29,4.1558,3.9402,3.9329,4.2702
2022-09-30,4.1857,3.9574,3.9631,4.2948
2022-10-03,4.2652,4.0182,4.056,4.3677
2022-10-04,4.2868,4.0464,4.0962,4.3849
2022-10-05,4.3198,4.0747,4.1204,4.4065
2022-10-06,4.3391,4.1034,4.1523,4.4375
2022-10-07,4.3577,4.1325,4.1727,4.4681
2022-10-10,4.4242,4.2099,4.2584,4.5497
2022-10-11,4.4685,4.2379,4.2877,4.5767
2022-10-12,4.5029,4.2584,4.3228,4.5993
2022-10-13,4.537,4.2916,4.3561,4.6311
2022-10-14,4.5495,4.3256,4.382,4.6529
2022-10-17,4.4894,4.2765,4.2902,4.5819
2022-10-18,4.4701,4.2571,4.2625,4.5531
2022-10-19,4.4584,4.2312,4.2422,4.5213
2022-10-20,4.449,4.215,4.2229,4.4955
2022-10-21,4.4281,4.1955,4.198,4.4741
2022-10-24,4.3761,4.1477,4.117,4.4027
2022-10-25,4.3565,4.1326,4.0911,4.3883
2022-10-26,4.3436,4.1109,4.0687,4.367
2022-10-27,4.3285,4.0987,4.0456,4.3498
2022-10-28,4.3019,4.0822,4.0168,4.3218
2022-10-31,4.2337,4.0203,3.9377,4.2479
2022-11-01,4.2169,4.0066,3.9092,4.2235
2022-11-02,4.2133,3.9715,3.8942,4.2024
2022-11-03,4.2017,3.966,3.8793,4.1695
2022-11-04,4.1697,3.9481,3.8496,4.1455
2022-11-07,4.1111,3.9105,3.7726,4.0653
2022-11-08,4.1031,3.8891,3.7368,4.0464
2022-11-09,4.1037,3.8614,3.7236,4.0306
2022-11-10,4.0881,3.8511,3.6877,4.0097
2022-11-11,4.0639,3.8317,3.6726,3.9777
2022-11-14,3.9973,3.7916,3.5833,3.8946
2022-11-15,3.9771,3.7691,3.5734,3.8735
2022-11-16,3.9597,3.7557,3.5441,3.8652
2022-11-17,3.9414,3.73,3.5167,3.8486
2022-11-18,3.9339,3.7081,3.4784,3.8207
2022-11-21,3.8912,3.6672,3.4025,3.7434
2022-11-22,3.8842,3.6567,3.3872,3.7163
2022-11-23,3.8517,3.6361,3.3638,3.6924
2022-11-24,3.8293,3.6126,3.3345,3.6598
2022-11-25,3.8091,3.5876,3.3074,3.6441
2022-11-28,3.7628,3.5514,3.2315,3.5614
2022-11-29,3.7471,3.5296,3.1992,3.5463
2022-11-30,3.7293,3.5248,3.1658,3.5129
2022-12-01,3.7131,3.5011,3.1406,3.4996
2022-12-02,3.7141,3.5056,3.158,3.507
2022-12-05,3.7247,3.5048,3.1847,3.5145
2022-12-06,3.7161,3.5045,3.1922,3.516
2022-12-07,3.7174,3.5075,3.1924,3.5098
2022-12-08,3.7169,3.5149,3.1929,3.5183
2022-12-09,3.7235,3.5163,3.1906,3.5224
2022-12-12,3.7436,3.5225,3.2029,3.5239
2022-12-13,3.759,3.5236,3.1998,3.5204
2022-12-14,3.7763,3.5243,3.2018,3.532
2022-12-15,3.7732,3.535,3.209,3.5431
2022-12-16,3.7753,3.5359,3.2189,3.5526
2022-12-19,3.7807,3.5512,3.2431,3.5536
2022-12-20,3.7844,3.5685,3.249,3.5528
2022-12-21,3.7763,3.5769,3.2542,3.5618
2022-12-22,3.7822,3.586,3.2583,3.5651
2022-12-23,3.7855,3.5707,3.2602,3.5691
2022-12-26,3.7966,3.5778,3.2756,3.5749
2022-12-27,3.7984,3.5812,3.274,3.5751
2022-12-28,3.8017,3.5885,3.2809,3.5773
2022-12-29,3.8212,3.5998,3.287,3.5748
2022-12-30,3.83,3.5963,3.2922,3.5813
2023-01-02,3.8425,3.6106,3.3051,3.5943
2023-01-03,3.8388,3.6067,3.3035,3.6076
2023-01-04,3.8386,3.6171,3.309,3.6121
2023-01-05,3.8416,3.6189,3.308,3.6019
2023-01-06,3.839,3.624,3.3223,3.5959
2023-01-09,3.8501,3.6326,3.3447,3.6032
2023-01-10,3.8514,3.6357,3.3579,3.6182
2023-01-11,3.8546,3.6431,3.3663,3.6207
2023-01-12,3.8619,3.649,3.3648,3.6232
2023-01-13,3.8716,3.6558,3.3821,3.6257
2023-01-16,3.8811,3.6618,3.3857,3.6362
2023-01-17,3.8819,3.6682,3.3927,3.6365
2023-01-18,3.889,3.671,3.3804,3.635
2023-01-19,3.9072,3.6751,3.3882,3.6499
2023-01-20,3.917,3.6752,3.396,3.652
2023-01-23,3.9243,3.6955,3.4119,3.6659
2023-01-24,3.9188,3.6939,3.4238,3.6462
2023-01-25,3.9123,3.7008,3.4256,3.6533
2023-01-26,3.9179,3.6864,3.4324,3.651
2023-01-27,3.928,3.6977,3.4238,3.6592
2023-01-30,3.952,3.7124,3.4392,3.6725
2023-01-31,3.9598,3.7279,3.442,3.6825
2023-02-01,3.9613,3.7312,3.4484,3.6904
2023-02-02,3.947,3.7205,3.4436,3.6786
2023-02-03,3.9382,3.7182,3.4587,3.6878
2023-02-06,3.9351,3.7161,3.4639,3.6858
2023-02-07,3.9386,3.715,3.4616,3.7046
2023-02-08,3.9357,3.7134,3.4459,3.7029
2023-02-09,3.9342,3.7156,3.4481,3.714
2023-02-10,3.9311,3.7157,3.4593,3.7044
2023-02-13,3.9259,3.7131,3.469,3.7069
2023-02-14,3.9246,3.7053,3.4738,3.704
2023-02-15,3.9235,3.7111,3.469,3.7107
2023-02-16,3.9262,3.7179,3.4691,3.711
2023-02-17,3.9243,3.7258,3.4625,3.7054
2023-02-20,3.9157,3.7287,3.466,3.7178
2023-02-21,3.9105,3.7264,3.4609,3.7209
2023-02-22,3.9147,3.7272,3.4605,3.731
2023-02-23,3.9129,3.7239,3.47,3.7249
2023-02-24,3.9031,3.723,3.4792,3.7294
2023-02-27,3.8817,3.7184,3.4935,3.7342
2023-02-28,3.886,3.728,3.4895,3.728
2023-03-01,3.8951,3.7262,3.4911,3.7306
2023-03-02,3.9022,3.7255,3.4786,3.7399
2023-03-03,3.9065,3.7166,3.4838,3.7525
2023-03-06,3.888,3.7201,3.4843,3.7516
2023-03-07,3.8889,3.7164,3.4974,3.7517
2023-03-08,3.889,3.7198,3.4961,3.7477
2023-03-09,3.8951,3.7181,3.4914,3.7506
2023-03-10,3.8896,3.7196,3.4819,3.7487
2023-03-13,3.8731,3.7199,3.4799,3.7671
2023-03-14,3.8727,3.7235,3.4888,3.7728
2023-03-15,3.8713,3.7227,3.5009,3.7766
2023-03-16,3.8805,3.7257,3.4988,3.7844
2023-03-17,3.8926,3.7259,3.4922,3.7903
2023-03-20,3.8876,3.7321,3.4886,3.8011
2023-03-21,3.8883,3.7312,3.4948,3.7918
2023-03-22,3.8777,3.7287,3.494,3.7893
2023-03-23,3.8865,3.7286,3.4917,3.779
2023-03-24,3.8749,3.7174,3.4905,3.788
2023-03-27,3.8704,3.7195,3.5012,3.8001
2023-03-28,3.8619,3.722,3.5035,3.8124
2023-03-29,3.8766,3.7254,3.5082,3.8092
2023-03-30,3.8785,3.7185,3.5142,3.8129
2023-03-31,3.8715,3.7168,3.5148,3.8083
2023-04-03,3.8556,3.7164,3.5178,3.813
2023-04-04,3.8703,3.7289,3.5308,3.8143
2023-04-05,3.8923,3.7361,3.5484,3.8416
2023-04-06,3.9128,3.7546,3.5598,3.8596
2023-04-07,3.9356,3.7635,3.5737,3.8649
2023-04-10,4.002,3.8176,3.614,3.8805
2023-04-11,4.0184,3.8277,3.6356,3.8862
2023-04-12,4.0408,3.8625,3.6451,3.9055
2023-04-13,4.0624,3.8742,3.6582,3.9171
2023-04-14,4.0734,3.8952,3.6683,3.9382
2023-04-17,4.1376,3.9324,3.7074,3.9742
2023-04-18,4.1514,3.9507,3.7274,3.9938
2023-04-19,4.1748,3.9663,3.7355,3.9913
2023-04-20,4.192,3.9813,3.7473,4.0041
2023-04-21,4.2182,4.0009,3.7551,4.0105
2023-04-24,4.2845,4.038,3.801,4.0445
2023-04-25,4.3098,4.0571,3.8089,4.0547
2023-04-26,4.3235,4.072,3.8275,4.0591
2023-04-27,4.3457,4.0955,3.8396,4.0792
2023-04-28,4.3595,4.1189,3.8513,4.0877
2023-05-01,4.4285,4.1562,3.892,4.1343
2023-05-02,4.4528,4.1612,3.914,4.1316
2023-05-03,4.4715,4.1619,3.9388,4.1368
2023-05-04,4.4962,4.1843,3.9531,4.1352
2023-05-05,4.516,4.209,3.9556,4.1525
2023-05-08,4.5741,4.2602,3.982,4.1895
2023-05-09,4.5816,4.2665,3.9788,4.2037
2023-05-10,4.602,4.2831,3.9929,4.208
2023-05-11,4.6312,4.2918,4.0115,4.212
2023-05-12,4.6614,4.3184,4.0293,4.2248
2023-05-15,4.7238,4.3746,4.0674,4.2596
2023-05-16,4.7469,4.3978,4.0867,4.2732
2023-05-17,4.773,4.4102,4.0972,4.2918
2023-05-18,4.7884,4.4087,4.1085,4.3044
2023-05-19,4.8023,4.4131,4.1262,4.3249
2023-05-22,4.8546,4.4529,4.1677,4.3465
2023-05-23,4.8825,4.4652,4.1875,4.3588
2023-05-24,4.9154,4.4823,4.1908,4.3629
2023-05-25,4.9396,4.5091,4.2121,4.3677
2023-05-26,4.9465,4.5312,4.2265,4.3843
2023-05-29,4.9943,4.5861,4.2723,4.4159
2023-05-30,5.0131,4.5912,4.2873,4.4388
2023-05-31,5.0437,4.6042,4.2893,4.4386
2023-06-01,5.071,4.6224,4.3044,4.4491
2023-06-02,5.0777,4.6267,4.2969,4.4427
2023-06-05,5.0858,4.6391,4.3078,4.4576
2023-06-06,5.0954,4.6363,4.3049,4.4616
2023-06-07,5.0941,4.6377,4.3129,4.4694
2023-06-08,5.0936,4.6309,4.3146,4.4717
2023-06-09,5.0931,4.625,4.3104,4.4775
2023-06-12,5.0957,4.6342,4.3051,4.4844
2023-06-13,5.1042,4.6445,4.3091,4.4722
2023-06-14,5.1046,4.6509,4.3156,4.4646
2023-06-15,5.1139,4.655,4.3294,4.4573
2023-06-16,5.1221,4.6579,4.3261,4.4697
2023-06-19,5.1254,4.6624,4.3221,4.479
2023-06-20,5.1387,4.661,4.3225,4.4787
2023-06-21,5.132,4.6657,4.3222,4.4757
2023-06-22,5.131,4.6814,4.3322,4.4691
2023-06-23,5.1233,4.6831,4.3255,4.4774
2023-06-26,5.126,4.6907,4.3395,4.475
2023-06-27,5.1309,4.6969,4.3347,4.4867
2023-06-28,5.1348,4.7095,4.3376,4.4905
2023-06-29,5.1453,4.7111,4.3312,4.51
2023-06-30,5.1482,4.7066,4.3314,4.5132
2023-07-03,5.158,4.7085,4.3387,4.5141
2023-07-04,5.1634,4.7142,4.3475,4.5103
2023-07-05,5.1759,4.7205,4.3519,4.5007
2023-07-06,5.1759,4.7297,4.3535,4.4997
2023-07-07,5.1793,4.731,4.333,4.4989
2023-07-10,5.1696,4.743,4.3392,4.5
2023-07-11,5.1676,4.7433,4.337,4.5063
2023-07-12,5.1588,4.7495,4.3479,4.5011
2023-07-13,5.1711,4.7527,4.3548,4.5141
2023-07-14,5.1721,4.7511,4.3561,4.5105
2023-07-17,5.1825,4.747,4.3632,4.5226
2023-07-18,5.1936,4.7533,4.3572,4.5239
2023-07-19,5.1979,4.7616,4.3506,4.5379
2023-07-20,5.2031,4.765,4.3471,4.5375
2023-07-21,5.1948,4.7567,4.3551,4.5352
2023-07-24,5.2029,4.7681,4.3581,4.5318
2023-07-25,5.2032,4.7782,4.3612,4.5267
2023-07-26,5.2089,4.7822,4.3558,4.5342
2023-07-27,5.2166,4.7883,4.3763,4.5401
2023-07-28,5.2271,4.7874,4.3853,4.5608
2023-07-31,5.2333,4.7948,4.3885,4.5605
2023-08-01,5.2327,4.7918,4.3876,4.5579
2023-08-02,5.2144,4.7974,4.3812,4.5454
2023-08-03,5.208,4.8023,4.3901,4.5523
2023-08-04,5.2054,4.8042,4.3779,4.5583
2023-08-07,5.2025,4.7984,4.3904,4.5692
2023-08-08,5.1996,4.7967,4.3844,4.5763
2023-08-09,5.195,4.7892,4.3872,4.574
2023-08-10,5.1888,4.7869,4.3819,4.582
2023-08-11,5.1893,4.7834,4.3864,4.582
2023-08-14,5.1733,4.781,4.3925,4.5932
2023-08-15,5.1647,4.7829,4.3975,4.5894
2023-08-16,5.156,4.7835,4.3943,4.6016
2023-08-17,5.1356,4.7811,4.401,4.6003
2023-08-18,5.1349,4.7715,4.4016,4.6062
2023-08-21,5.1019,4.7643,4.4076,4.5985
2023-08-22,5.1036,4.7623,4.4034,4.6142
2023-08-23,5.0996,4.7657,4.4031,4.6199
2023-08-24,5.1159,4.7748,4.4073,4.623
2023-08-25,5.1143,4.7707,4.4209,4.6194
2023-08-28,5.0954,4.767,4.4282,4.6245
2023-08-29,5.0955,4.7597,4.4315,4.628
2023-08-30,5.0946,4.7612,4.4378,4.632
2023-08-31,5.105,4.7691,4.4368,4.6354
2023-09-01,5.0938,4.7603,4.4354,4.6418
2023-09-04,5.0852,4.7566,4.4269,4.646
2023-09-05,5.0777,4.7393,4.4204,4.649
2023-09-06,5.074,4.7378,4.4169,4.6518
2023-09-07,5.0626,4.7358,4.412,4.655
2023-09-08,5.0496,4.7424,4.4214,4.6524
2023-09-11,5.0357,4.7409,4.4261,4.668
2023-09-12,5.0295,4.7444,4.4305,4.6652
2023-09-13,5.0245,4.7381,4.4338,4.6733
2023-09-14,5.0166,4.7332,4.4401,4.6659
2023-09-15,5.0237,4.7388,4.4398,4.6827
2023-09-18,5.0121,4.7364,4.4344,4.6843
2023-09-19,5.01,4.7329,4.4368,4.685
2023-09-20,5.0005,4.7143,4.4426,4.6741
2023-09-21,4.9971,4.706,4.4391,4.6829
2023-09-22,4.9972,4.7126,4.433,4.6825
2023-09-25,4.9797,4.7094,4.4333,4.6932
2023-09-26,4.969,4.7132,4.4464,4.6835
2023-09-27,4.9671,4.7066,4.4536,4.6943
2023-09-28,4.9657,4.7104,4.4553,4.697
2023-09-29,4.9594,4.7039,4.4555,4.703
2023-10-02,4.9431,4.694,4.4547,4.7155
2023-10-03,4.9383,4.6807,4.441,4.7053
2023-10-04,4.9285,4.6771,4.428,4.7105
2023-10-05,4.9183,4.6733,4.4189,4.6954
2023-10-06,4.9105,4.6573,4.4133,4.7038
2023-10-09,4.8925,4.6252,4.3787,4.6851
2023-10-10,4.8854,4.609,4.3677,4.6774
2023-10-11,4.8655,4.5996,4.3594,4.6586
2023-10-12,4.8561,4.5806,4.3586,4.6517
2023-10-13,4.8423,4.58,4.3505,4.6493
2023-10-16,4.8194,4.5533,4.3261,4.6345
2023-10-17,4.8129,4.5502,4.3133,4.6317
2023-10-18,4.8127,4.5391,4.2976,4.6231
2023-10-19,4.8149,4.5392,4.2846,4.6182
2023-10-20,4.8079,4.5168,4.2849,4.6105
2023-10-23,4.7725,4.4743,4.275,4.5998
2023-10-24,4.7561,4.4463,4.2718,4.5924
2023-10-25,4.7442,4.4398,4.2518,4.58
2023-10-26,4.7362,4.4273,4.2334,4.5611
2023-10-27,4.7259,4.418,4.2219,4.5504
2023-10-30,4.6987,4.3837,4.2037,4.5349
2023-10-31,4.6886,4.3799,4.1987,4.5368
2023-11-01,4.6752,4.3709,4.184,4.5363
2023-11-02,4.6598,4.3685,4.1746,4.5337
2023-11-03,4.6541,4.3585,4.1652,4.5223
2023-11-06,4.6303,4.3288,4.1474,4.5022
2023-11-07,4.6249,4.3137,4.1342,4.4918
2023-11-08,4.6159,4.3109,4.1215,4.4881
2023-11-09,4.6048,4.2982,4.0951,4.4902
2023-11-10,4.5978,4.28,4.0871,4.4877
2023-11-13,4.5688,4.2318,4.0598,4.4742
2023-11-14,4.5553,4.2111,4.0593,4.4698
2023-11-15,4.5496,4.2097,4.0544,4.4516
2023-11-16,4.536,4.2033,4.048,4.4439
2023-11-17,4.5248,4.1988,4.0329,4.4306
2023-11-20,4.4848,4.1763,4.0067,4.4151
2023-11-21,4.4731,4.1688,3.9935,4.4104
2023-11-22,4.4724,4.1639,3.9984,4.3969
2023-11-23,4.4671,4.1384,3.982,4.3988
2023-11-24,4.4614,4.1198,3.978,4.3964
2023-11-27,4.4367,4.0839,3.9477,4.3848
2023-11-28,4.4306,4.0786,3.9467,4.3659
2023-11-29,4.4247,4.0634,3.9384,4.3496
2023-11-30,4.4145,4.0515,3.9297,4.3449
2023-12-01,4.4067,4.0399,3.9117,4.3481
2023-12-04,4.4045,4.0537,3.907,4.3411
2023-12-05,4.4039,4.0524,3.9064,4.345
2023-12-06,4.3932,4.0515,3.9151,4.3462
2023-12-07,4.4072,4.0536,3.9206,4.3561
2023-12-08,4.4123,4.0599,3.9277,4.3554
2023-12-11,4.4384,4.0713,3.9297,4.353
2023-12-12,4.4474,4.0794,3.929,4.3542
2023-12-13,4.4517,4.0794,3.9256,4.3516
2023-12-14,4.4473,4.0759,3.9292,4.3644
2023-12-15,4.4471,4.0746,3.9367,4.3765
2023-12-18,4.4533,4.0847,3.9508,4.3782
2023-12-19,4.4591,4.0867,3.9475,4.3721
2023-12-20,4.4649,4.0903,3.9466,4.3685
2023-12-21,4.4681,4.094,3.9404,4.361
2023-12-22,4.4754,4.1045,3.9447,4.3624
2023-12-25,4.4837,4.1151,3.9459,4.3565
2023-12-26,4.4851,4.1077,3.9371,4.3649
2023-12-27,4.4892,4.1032,3.9358,4.3611
2023-12-28,4.4926,4.0962,3.934,4.3678
2023-12-29,4.5012,4.1019,3.9342,4.3673
2024-01-01,4.5024,4.1042,3.9361,4.3548
2024-01-02,4.4979,4.0986,3.9373,4.3537
2024-01-03,4.498,4.1014,3.95,4.3569
2024-01-04,4.5078,4.1027,3.9581,4.375
2024-01-05,4.5106,4.1124,3.9599,4.3742
2024-01-08,4.5254,4.1136,3.9589,4.3808
2024-01-09,4.5198,4.1138,3.9477,4.3807
